Taxa.name,Class,Order,Motile,Heterotrophic,Mixotrophic,Autotrophic,Small.Large,Filament,Colonial,Geometrical.shape.of.the.cell,Centric,aerotopes,size,genus,species,Gelatinous
Stomatocyste 4 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,4,0
Stomatocyste 5 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,5,0
Stomatocyste 5 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,5,0
Stomatocyste 5 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,5,0
Stomatocyste 5 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,5,0
Stomatocyste 6 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,6,0
Stomatocyste 62,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,62,0
Stomatocyste FR1,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,trel,NA,0,small,Stomatocyste,FR1,0
Stomatocyste sp.,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,,0
Strombomonas sp.,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,NA,0,large,Strombomonas,,0
Surirella amphioxys,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Surirella,amphioxys,0
Surirella cf brebissonii,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Surirella,brebissonii,0
Surirella elegans,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Surirella,elegans,0
Surirella linearis,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Surirella,linearis,0
Surirella minuta,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Surirella,minuta,0
Surirella ovata,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Surirella,ovata,0
Surirella sp.,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Surirella,,0
Synechococcus ambiguus,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,small,Synechococcus,ambiguus,0
Synechococcus elongatus,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,0,tub,NA,0,small,Synechococcus,elongatus,0
Synechococcus nidulans,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,small,Synechococcus,nidulans,0
Synechococcus sp.,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,small,Synechococcus,,0
Synechocystis aquatilis,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,small,Synechocystis,aquatilis,0
Synechocystis parvula,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Synechocystis,parvula,0
Synechocystis septentrionalis,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,small,Synechocystis,septentrionalis,0
Synechocystis sp. 2 µm,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,small,Synechocystis,,0
Synechocystis sp. 4 µm,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,small,Synechocystis,,0
Synedra sp.,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,0,1,box,0,0,small,Synedra,,0
Synura sp.,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,1,sphe,0,0,large,Synura,,1
Tabellaria fenestrata,Fragilariophyceae,Tabellariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Tabellaria,fenestrata,0
Tabellaria flocculosa,Fragilariophyceae,Tabellariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Tabellaria,flocculosa,0
Tabellaria flocculosa (lac),Fragilariophyceae,Tabellariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Tabellaria,flocculosa,0
Teilingia excavata,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,1,1,tub,NA,0,small,Teilingia,excavata,1
Tetrachlorella alternans,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Tetrachlorella,alternans,0
Tetrachlorella incerta,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Tetrachlorella,incerta,0
Tetrachlorella ornata,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Tetrachlorella,ornata,0
Tetraedron caudatum,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Tetraedron,caudatum,1
Tetraedron incus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Tetraedron,incus,1
Tetraedron minimum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Tetraedron,minimum,1
Tetraedron minimum f. tetralobulatum,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,box,0,0,small,Tetraedron,minimum,1
Tetraedron minimum var. scrobiculatum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Tetraedron,minimum,1
Tetraedron regulare,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Tetraedron,regulare,1
Tetraedron triangulare,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Tetraedron,triangulare,1
Tetraedron trigonum,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Tetraedron,trigonum,1
Tetraselmis arnoldii,Prasinophyceae,Chlorodendrales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Tetraselmis,arnoldii,1
Tetraselmis cordiformis,Prasinophyceae,Chlorodendrales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Tetraselmis,cordiformis,1
Tetrastrum elegans,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,0,0,small,Tetrastrum,elegans,1
Tetrastrum heteracanthum,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,0,0,small,Tetrastrum,heteracanthum,1
Tetrastrum komarekii,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,small,Tetrastrum,komarekii,1
Tetrastrum punctatum,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,small,Tetrastrum,punctatum,1
Tetrastrum staurogeniaeforme,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Tetrastrum,staurogeniaeforme,1
Tetrastrum triacanthum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,sphe,0,0,large,Tetrastrum,triacanthum,1
Tetrastrum triangulare,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,0,0,small,Tetrastrum,triangulare,1
Thalassiosira pseudonana,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,NA,0,small,Thalassiosira,pseudonana,0
Thorakochloris nygaardii,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,NA,0,small,Thorakochloris,nygaardii,1
Thorakochloris tetras,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Thorakochloris,tetras,1
Trachelomonas abrupta,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Trachelomonas,abrupta,0
Trachelomonas crebea,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Trachelomonas,crebea,0
Trachelomonas elegans,Euglenophyceae,Euglenales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Trachelomonas,elegans,1
Trachelomonas globularis,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Trachelomonas,globularis,0
Trachelomonas hispida,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Trachelomonas,hispida,0
Trachelomonas sp.,Euglenophyceae,Euglenales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Trachelomonas,,0
Trachelomonas volvocina,Euglenophyceae,Euglenales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Trachelomonas,volvocina,0
Trachelomonas volvocina var. subglobosa,Euglenophyceae,Euglenales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Trachelomonas,volvocina,0
Treubaria euryacantha,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,small,Treubaria,euryacantha,1
Treubaria planctonica,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,small,Treubaria,planctonica,1
Treubaria quadrispina,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Treubaria,quadrispina,1
Treubaria schmidlei,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Treubaria,schmidlei,1
Treubaria setigera,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Treubaria,setigera,1
Treubaria triappendiculata,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Treubaria,triappendiculata,1
Treubaria varia,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Treubaria,varia,1
Tribonema ambiguum,Xanthophyceae,Tribonematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Tribonema,ambiguum,0
Tribonema cf. ambiguum,Xanthophyceae,Tribonematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Tribonema,cf.,0
Tribonema microchloron var. cylindricum,Xanthophyceae,Tribonematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Tribonema,microchloron,0
Tribonema minus,Xanthophyceae,Tribonematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Tribonema,minus,0
Tribonema sp.,Xanthophyceae,Tribonematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Tribonema,,0
Trochiscia aciculifera,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Trochiscia,aciculifera,1
Trochiscia granulata,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Trochiscia,granulata,1
Trochiscia planctonica,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Trochiscia,planctonica,1
Trochiscia sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Trochiscia,,1
Tychonema sp.,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Tychonema,,0
Ulnaria acus,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,0,box,0,0,large,Ulnaria,acus,0
Ulnaria delicatissima var. angustissima,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,0,box,0,0,large,Ulnaria,delicatissima,0
Ulnaria ulna,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,0,large,Ulnaria,ulna,0
Ulothricophycée sp.,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Ulothricophycee,,1
Ulothrix cellule courte et filament cassé,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Ulothrix,cellule,0
Ulothrix cellule longue,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Ulothrix,cellule,0
Ulothrix cf. amphigranulata,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Ulothrix,cf.,0
Ulothrix limnetica,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Ulothrix,limnetica,0
Ulothrix sp.,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Ulothrix,,0
Ulothrix subtilissima,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Ulothrix,subtilissima,0
Ulothrix tenuissima,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Ulothrix,tenuissima,0
Ulothrix variabilis,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Ulothrix,variabilis,0
Uroglena americana,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,trel,0,0,large,Uroglena,americana,1
Uroglena soniaca,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,1,trel,0,0,small,Uroglena,soniaca,1
Uroglena sp.,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,trel,0,0,large,Uroglena,,1
volvocale 4 flagelles,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,1,sphe,NA,0,small,volvocale,4,1
Volvox globator cellule,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,1,trel,NA,0,small,Volvox,globator,1
Westella botryoides,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Westella,botryoides,1
Willea irregularis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Willea,irregularis,0
Willea vilhelmii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Willea,vilhelmii,0
Woloszynskia coronata,Dinophyceae,Lophodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Woloszynskia,coronata,0
Woloszynskia pseudopalustris,Dinophyceae,Lophodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Woloszynskia,pseudopalustris,0
Woronichinia fusca,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Woronichinia,fusca,1
Woronichinia naegeliana f. cellulaire,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Woronichinia,naegeliana,1
Woronichinia naegeliana f. coloniale,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Woronichinia,naegeliana,1
Woronichinia ruzickae,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Woronichinia,ruzickae,1
Woronichinia sp.,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Woronichinia,,1
Xanthidium alpinum,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,1,1,box,0,0,small,Xanthidium,alpinum,1
Xanthidium antilopaeum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Xanthidium,antilopaeum,1
Xanthophycée indéterminée,Xanthophyceae,,0,0,0,1,Microphytoplancton,0,0,trel,NA,0,large,Xanthophycee,indeterminee,0
Zygnema sp.,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Zygnema,,0
