Genus + species name,Empire,Kingdom,Subkingdom,Phylum,Class,Order,Family,Genus,Species,Kind of infraspecific level: var./f./ssp.,Infraspecific name,Determination uncertainty level,Authorities,Class sensu Bourrelly (1974),INRA code,Cell length µm,Cell width µm,Cell thickness µm,Geometrical shape of the cell,Multiplicative factor to the geometrical shape to get the cell biovolume,Dividing factor to the geometrical shape to get the cell surface area,Cell surface area µm²,Cell biovolume µm3,Number of cells per colony,Cumulated surface area of cells in a colony µm²,Cumulated biovolume of cells in a colony µm3,Colony length (takes into account mucilage) µm,Colony width (takes into account mucilage) µm,Colony thickness (takes into account mucilage) µm,Geometrical shape of the colony,Multiplicative factor to the geometrical shape to get the colony biovolume (without mucilage),Dividing factor to the geometrical shape to get the colony surface area (take into account mucilage),Colony surface area µm² (with mucilage),Colony biovolume µm3 (without mucilage),Reference biovolume,Maximal length of the algal object,Notes on biovolumes,Organic carbon ratio (Wetzel et Likens 2000),Functional groups (Reynolds 2002),Functional groups (Padisak 2009),Morpho-classification (Kruk 2010),Nano/microphytoplankton,Mobility apparatus,Mobility apparatus: Flagella,Mobility apparatus: Raphe,Colonial,Filament,Heterotrophic,Mixotrophic,Autotrophic,<=5,8-May,15-Aug,15-30,30-60,>60
Ankistrodesmus fusiformis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Ankistrodesmus,fusiformis,,,,Corda,Chlorophycées,81632,39.5,2,2,ell,1,1,771.46,82.69,4,3085.86,330.75,40,40,40,trel,0.1,10,1562.4,3349.33,330.7466667,39.5,Averages from literature,0.16,,X1,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Ankistrodesmus gracilis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Ankistrodesmus,gracilis,,,,(REINSCH) Korshikov,Chlorophycées,81650,40,1.2,1.2,ell,1,1,468.72,30.14,1,468.72,30.14,,,,,,,,,15.1,40,Averages from literature,0.16,,X1,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,0,2,8
Ankistrodesmus nannoselene,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Ankistrodesmus,nannoselene,,,,Skuja,Chlorophycées,81640,7,1.5,1.5,ell,1,1,105.18,8.24,1,105.18,8.24,,,,,,,,,4.1,7,Averages from literature,0.16,,X1,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,0,0,0,0,2,8
Ankistrodesmus sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Ankistrodesmus,sp.,,,Species,Corda,Chlorophycées,81600,50,4,4,ell,0.8,0.8,2440.01,334.93,1,2440.01,334.93,,,,,,,,,100,50,Averages from literature,0.16,,X1,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Ankyra flagellated zoospore,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Characiaceae,Ankyra,flagellated zoospore,,,Species,Fott,Chlorophycées,80969,6,6,6,ell,1,1,363.29,113.04,1,363.29,113.04,,,,,,,,,169,6,Averages from literature,0.16,X1,X1,IV,Nanophytoplankton,0,0,0,0,0,0,0,1,0,0,1,3,5,1
Ankyra inerme,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Characiaceae,Ankyra,inerme,,,,Reymond and Druart,Chlorophycées,80940,18,2.5,2.5,ell,1,1,441.36,58.88,1,441.36,58.88,,,,,,,,,29.5,18,Averages from literature,0.16,X1,X1,IV,Nanophytoplankton,0,0,0,0,0,0,0,1,0,0,1,3,5,1
Ankyra judayi,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Characiaceae,Ankyra,judayi,,,,(G.M.Smith) Fott,Chlorophycées,80910,25,3,3,ell,1,1,733.78,117.75,1,733.78,117.75,,,,,,,,,58.9,25,Averages from literature,0.16,X1,X1,IV,Microphytoplankton,0,0,0,0,0,0,0,1,0,0,1,3,5,1
Ankyra lanceolata,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Characiaceae,Ankyra,lanceolata,,,,(Korshikov) Fott,Chlorophycées,80950,65,3.5,3.5,ell,0.6,0.6,3699.17,250.02,1,3699.17,250.02,,,,,,,,,104.2,65,Averages from literature,0.16,X1,X1,IV,Microphytoplankton,0,0,0,0,0,0,0,1,0,0,1,3,5,1
Botryococcus braunii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Dictyosphaerioideae,Botryococcus,braunii,,,,Kützing,Chlorophycées,81910,9,4.5,4.5,ell,1,1,402.11,95.38,32,12867.38,3052.08,60,30,30,trel,0.9,1.2,14635.63,25434,1750,50,Averages from literature,0.16,F,F,VII,Microphytoplankton,0,0,0,1,0,0,0,1,1,5,3,1,0,0
Carteria multifilis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Carteria,multifilis,,,,(Fresenius) O. Dill,Chlorophycées,80220,23,23,23,ell,1,1,5178.22,6367.4,1,5178.22,6367.4,,,,,,,,,6370.6,23,Averages from literature,0.16,,G,V,Microphytoplankton,1,1,0,0,0,0,0,1,0,0,1,1,6,2
Carteria sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Carteria,sp.,,,Species,Diesing emend. Francé,Chlorophycées,80221,15,11,11,ell,1,1,1621.65,949.85,1,1621.65,949.85,,,,,,,,,955.9,15,Averages from literature,0.16,,G,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Carteria wisconsinensis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Carteria,wisconsinensis,,,,Huber-Pestalozzi,Chlorophycées,80222,12,7.5,7.5,ell,1,1,887.61,353.25,1,887.61,353.25,,,,,,,,,353.25,12,Averages from literature,0.16,,G,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydocapsa sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Chlamydocapsa,sp.,,,Species,B. Fott,Chlorophycées,83255,10,10,10,ell,1,,#DIV/0!,523.33,4,#DIV/0!,2093.33,50,50,50,trel,0.5,1,24400.08,32708.33,1500,50,Averages from literature,0.16,,,,Microphytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlorelloidea sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Chlorelloidea,sp.,,,Species,,Chlorophycées,86400,4.4,2,2,ell,1,1,90.71,9.21,1,90.71,9.21,,,,,,,,,9.2,4.4,Averages from literature,0.16,X1,X1,I,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Dictyochlorella reniformis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Radiococcaceae,Dictyochlorella,reniformis,,,,(A.A. Korshikov) P.C. Silva,Chlorophycées,84312,8,4,4,ell,1,1,318.9,66.99,8,2551.21,535.89,,,,,,,,,535.8933333,32,Averages from literature,0.16,,,,Microphytoplankton,0,0,0,0,0,0,0,1,,,,,,
Gloeocystis vesiculosa,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Radiococcaceae,Gloeocystis,vesiculosa,,,,Nägeli,Chlorophycées,89800,7,7,7,ell,1,,#DIV/0!,179.5,8,#DIV/0!,1436.03,40,40,40,trel,0.5,1,15624.05,16746.67,44680,40,Averages from literature,0.16,F,F,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Palmeacea sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Palmellaceae,Palmeacea,sp.,,,Species,,Chlorophycées,89600,10,10,10,ell,1,1,990.07,523.33,1,990.07,523.33,,,,,,,,,523.6,22,Averages from literature,0.16,,,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Palmellaceae sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Palmellaceae,Palmeaceae,sp.,,,Species,,Chlorophycées,89601,15,15,15,ell,1,1,2211.34,1766.25,1,2211.34,1766.25,,,,,,,,,1767,100,Averages from literature,0.16,,,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Palmella sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Palmellaceae,Palmella,sp.,,,Species,Lyngbye,Chlorophycées,89602,5,5,5,ell,1,1,255.15,65.42,10,2551.48,654.17,25,25,25,ell,0.4,1,6114.8,3270.83,65.41666667,5,Aiguebelette 15-10-2012,0.16,,,VII,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Paradoxia multiseta,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Hydrodictyaceae,Paradoxia,multiseta,,,,Sirenko,Chlorophycées,82700,30,6,6,doco,0.9,0.9,1954.95,254.34,2,3909.9,508.68,60,6,6,trel,0.5,1,3512.55,565.2,565.2,60,Averages from literature,0.16,,,IV,Microphytoplankton,0,0,0,0,0,0,0,1,,,,,,
Characiaceae sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Characiaceae,,,,,Family,,Chlorophycées,86111,30,3,3,ell,0.8,0.8,1099.66,113.04,1,1099.66,113.04,,,,,,,,,141.3,30,Averages from literature,0.16,,,IV,Microphytoplankton,0,0,0,0,0,0,0,1,,,,,,
Characium sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Characiaceae,Characium,sp.,,,Genus,"A. Braun, Kützing",Chlorophycées,86110,32,2.7,2.7,ell,0.8,0.8,1055.39,97.67,1,1055.39,97.67,,,,,,,,,146.6,32,Averages from literature,0.16,,,IV,Microphytoplankton,0,0,0,0,0,0,0,1,,,,,,
Chlamydomonadaceae sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonadaceae,sp.,,,Family,,Chlorophycées,80001,10,8,5,ell,1,1,653.8,209.33,1,653.8,209.33,,,,,,,,,209.4,10,Averages from literature,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydomonas cf botryospora,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,botryospora,,,,Rodhe & Skuja,Chlorophycées,80165,7,7,7,ell,1,1,490.83,179.5,1,490.83,179.5,,,,,,,,,180,7,Averages from literature,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydomonas conica,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,conica,,,,P.C.A. Dangeard,Chlorophycées,80131,19,13,13,ell,1,1,2421.36,1680.42,1,2421.36,1680.42,,,,,,,,,1681.2,19,Averages from literature,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydomonas conica var. subconica,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,conica,var.,subconica,,(Starm.) Ettl,Chlorophycées,80130,13,9,9,ell,1,1,1152.29,551.07,1,1152.29,551.07,,,,,,,,,551.3,13,Averages from literature,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydomonas globosa,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,globosa,,,,J.SNOW,Chlorophycées,80120,6,6,6,ell,1,1,363.29,113.04,1,363.29,113.04,,,,,,,,,113.1,6,Averages from literature,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydomonas gloeopara,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,gloeopara,,,,Rodhe et Skuja,Chlorophycées,80121,9,6,6,trel,1,1,536.14,169.56,1,536.14,169.56,,,,,,,,,169.56,9,moyennes biliographie,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydomonas gloeophila var. irregularis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,gloeophila,var.,irregularis,,H. Ettl,Chlorophycées,80160,8,8,8,ell,1,1,637.8,267.95,1,637.8,267.95,,,,,,,,,268.1,8,Averages from literature,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydomonas intermedia,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,intermedia,,,,Chodat,Chlorophycées,80150,20,20,20,ell,1,1,3919.52,4186.67,1,3919.52,4186.67,,,,,,,,,4188.8,20,Averages from literature,0.16,,X2,V,Microphytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydomonas proboscigera,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,proboscigera,,,,Korshikov,Chlorophycées,80110,20,20,20,ell,1,1,3919.52,4186.67,1,3919.52,4186.67,,,,,,,,,4188.8,20,Averages from literature,0.16,,X2,V,Microphytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydomonas reinhardtii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,reinhardtii,,,,Dangeard,Chlorophycées,80111,16,15,15,ell,1,1,2356.89,1884,1,2356.89,1884,,,,,,,,,1884,16,moyennes biliographie,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydomonas sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,sp.,,,Species,Ehrenberg,Chlorophycées,80100,18,18,18,ell,1,1,3177.8,3052.08,1,3177.8,3052.08,,,,,,,,,3053.6,18,Averages from literature,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydomonas sp. 8 µm,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,sp. 8 µm,,,,Ehrenb.,Chlorophycées,80101,8,4,4,trel,1,1,318.9,66.99,1,318.9,66.99,,,,,,,,,66.98666667,8,Moyenne sur Lac d'Anterne 2010,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlamydomonas zebra,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,zebra,,,,Korsh. ex Pascher,Chlorophycées,80140,15,15,15,ell,1,1,2211.34,1766.25,1,2211.34,1766.25,,,,,,,,,1767.1,15,Averages from literature,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Chlorella cf ellipsoidea,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Chlorella,ellipsoidea,,,,Gerneck,Chlorophycées,83120,7,5.5,5.5,ell,1,1,385.65,110.82,1,385.65,110.82,,,,,,,,,110.9,7,Averages from literature,0.16,X1,X1,I,Nanophytoplankton,0,0,0,0,0,0,0,1,0,0,0,0,2,8
Chlorella vulgaris,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Chlorella,vulgaris,,,,BEIJERINCK,Chlorophycées,83110,2,2,2,ell,1,1,46.6,4.19,1,46.6,4.19,,,,,,,,,4.2,2,Averages from literature,0.16,X1,X1,I,Nanophytoplankton,0,0,0,0,0,0,0,1,0,0,0,0,2,8
Chlorellaceae sp,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,,sp.,,,Family,,Chlorophycées,83109,5,5,5,sphe,1,1,78.5,65.42,1,78.5,65.42,,,,,,,,,65.41666667,5,Averages from literature,0.16,X1,X1,I,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Chlorhormidium sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,Chlorhormidium,sp.,,,Species,Fott,Chlorophycées,82911,9,7,7,tube,1,1,274.75,346.19,11.11,3052.47,3846.12,100,7,7,tube,1,1,2274.93,3846.5,3848.2,100,Averages from literature,0.16,,V,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Chlorhormidium subtile,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,Chlorhormidium,subtile,,,,(Kützing) Starmach,Chlorophycées,82910,9,7,7,tube,1,1,274.75,346.19,11.11,3052.47,3846.12,100,7,7,tube,1,1,2274.93,3846.5,3848.2,100,Averages from literature,0.16,,V,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Chlorolobion saxatile,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Chlorolobion,saxatile,,,,(J. Komarek-Legn.) J. Komarek,Chlorophycées,81000,9.5,9.5,4,ell,1,1,667.16,188.92,1,667.16,188.92,,,,,,,,,189,9.5,Averages from literature,0.16,,,,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Chlorophyceae small colony,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,,,Chlorophyceae,small colony,,,Family,,Chlorophyceae,80005,2,2,2,ell,1,1,46.6,4.19,8,372.79,33.49,4,4,4,trel,1,1,166.38,33.49,268,7.5,Averages from literature,0.16,,,I,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Chlorophyceae indetermined big,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,,,Chlorophyceae,indetermined big,,,Family,,Chlorophyceae,80004,40,1.2,1.2,ell,1,1,468.72,30.14,1,468.72,30.14,,,,,,,,,15.1,40,Averages from literature,0.16,,,I,Microphytoplankton,0,0,0,0,0,0,0,1,,,,,,
Chlorophyceae indetermined small,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,,,Chlorophyceae,indetermined small,,,Family,,Chlorophyceae,80003,8,8,8,ell,1,1,637.8,267.95,1,637.8,267.95,,,,,,,,,262,8,Averages from literature,0.16,,,I,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Chlorophyceae sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,,,Chlorophyceae,sp.,,,Family,,Chlorophyceae,80002,28,5.5,5.5,ell,1,1,1505.79,443.26,1,1505.79,443.26,,,,,,,,,221.6,28,Averages from literature,0.16,,,I,Microphytoplankton,0,0,0,0,0,0,0,1,,,,,,
Chlorophyceae sp. filaments,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,,,Chlorophyceae,sp. filaments,,,Family,,Chlorophyceae,80006,13,13,13,ell,1,1,1664.42,1149.76,8.8,14646.92,10117.92,114,13,13,tube,1,1,4918.81,15123.81,10082.54,114,Averages from literature,0.16,,,,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Chlorophyceae spp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,,,Chlorophyceae,spp.,,,Family,,Chlorophyceae,80007,10,5,5,ell,1,1,495.04,130.83,1,495.04,130.83,,,,,,,,,130.8333333,10,Averages from literature,0.16,,,,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Choricystis cf chodatii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Choricystis,chodatii,,,,(Jaag) Fott,Chlorophycées,86310,7.5,3,3,ell,1,1,224.75,35.33,1,224.75,35.33,,,,,,,,,53,7.5,Averages from literature,0.16,X1,X1,I,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Chlorella + Choricysits,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Chlorella + Choricysits,,,,Genus,M.Beijerinck,Chlorophycées,86315,3,2,2,ell,1,1,64.6,6.28,1,64.6,6.28,,,,,,,,,9.4,3,Averages from literature,0.16,,X1,I,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Choricystis cf minor,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Choricystis,minor,,,,(Skuja) Fott,Chlorophycées,86300,3,2,2,ell,1,1,64.6,6.28,1,64.6,6.28,,,,,,,,,9.4,3,Averages from literature,0.16,X1,X1,I,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Choricystis minor,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Choricystis,minor,,,,(H. Skuja) Fott,Chlorophycées,86300,3,2,2,ell,1,1,64.6,6.28,1,64.6,6.28,,,,,,,,,9.4,3,Averages from literature,0.16,X1,X1,I,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Closteriopsis longissima,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Ankistrodesmaceae,Closteriopsis,longissima,,,,(Lemmermann) Lemmermann,Chlorophycées,86301,215,5,3,doco,1,1,8541.38,843.88,1,8541.38,843.88,,,,,,,,,1406.458333,215,Averages from literature,0.16,,P,IV,Microphytoplankton,0,0,0,0,0,0,0,1,,,,,,
Coccomonas platyformis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Phacotaceae,Coccomonas,platyformis,,,,F.W.Jane,Chlorophycées,86302,18,15,7,ell,1,1,2018.62,989.1,1,2018.62,989.1,,,,,,,,,2119.5,18,Averages from literature,0.16,,X2,VII,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Coelastrum astroideum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coelastraceae,Coelastrum,astroideum,,,,DE NOTARIS,Chlorophycées,82270,8,8,8,ell,1,1,637.8,267.95,16,10204.82,4287.15,24,24,24,sphe,0.8,1.5,1205.76,5787.65,4289.3,45,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,1,3,3,3
Coelastrum cambricum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coelastraceae,Coelastrum,cambricum,,,,Archer,Chlorophycées,82240,13,13,13,ell,1,1,1664.42,1149.76,16,26630.76,18396.21,39,39,39,sphe,0.8,1.5,3183.96,24834.89,18405.2,40,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Coelastrum indicum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coelastraceae,Coelastrum,indicum,,,,Turn.,Chlorophycées,82280,10,10,10,ell,1,1,990.07,523.33,16,15841.14,8373.33,30,30,30,sphe,0.8,1.5,1884,11304,14137.2,30,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,1,3,3,3
Coelastrum microporum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coelastraceae,Coelastrum,microporum,,,,Nägeli in A. Braun,Chlorophycées,82210,13,13,13,ell,1,1,1664.42,1149.76,16,26630.76,18396.21,39,39,39,sphe,0.8,1.5,3183.96,24834.89,18405.2,50,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,1,2,2,5
Coelastrum morus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coelastraceae,Coelastrum,morus,,,,W. & G.S. West,Chlorophycées,82230,12,12,12,ell,1,1,1420.17,904.32,16,22722.75,14469.12,36,36,36,sphe,0.8,1.5,2712.96,19533.31,13824,24,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Coelastrum pseudomicroporum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coelastraceae,Coelastrum,pseudomicroporum,,,,Korshikov,Chlorophycées,82250,10,10,10,ell,1,1,990.07,523.33,16,15841.14,8373.33,30,30,30,sphe,0.8,1.5,1884,11304,8377.6,40,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,1,3,3,3
Coelastrum reticulatum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coelastraceae,Coelastrum,reticulatum,,,,(DANGEARD) SENN,Chlorophycées,82220,7,7,7,ell,1,1,490.83,179.5,16,7853.31,2872.05,21,21,21,sphe,0.8,1.5,923.16,3877.27,2973.5,40,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,4,2,2,2
Coelastrum reticulatum 3 cells,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coelastraceae,Coelastrum,reticulatum,f.,3 cells,,(P.A.Dangeard) Senn,Chlorophycées,82221,3,3,3,sphe,1,1,28.26,14.13,3,84.78,42.39,6,6,6,sphe,0.8,2,56.52,90.43,42.39,6,Mesures Bultière 2007,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Coelastrum sp single cell,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coelastraceae,Coelastrum,sp.,f.,single cell,Species,Nägeli,Chlorophycées,82222,12,12,4,sphe,1,1,452.16,301.44,1,452.16,301.44,,,,,,,,,904.32,12,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Coelastrum sphaericum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Coelastraceae,Coelastrum,sphaericum,,,,Nägeli,Chlorophycées,82260,13,13,13,ell,1,1,1664.42,1149.76,16,26630.76,18396.21,39,39,39,sphe,0.8,1.5,3183.96,24834.89,18405.2,40,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,1,3,3,3
Coenochloris hindakii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Radiococcaceae,Coenochloris,hindakii,,,,J. Komarek,Chlorophycées,84815,6,6,6,ell,1,1,363.29,113.04,16,5812.61,1808.64,40,40,40,sphe,0.25,1,5024,8373.33,1822.2,35,Léman 2011 pour les colonies,0.16,F,F,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Coenochloris ovalis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Radiococcaceae,Coenochloris,ovalis,,,,Korshikov,Chlorophycées,84816,9,6,5,trel,1,1,492.68,141.3,16,7882.89,2260.8,40,40,40,sphe,0.25,1,5024,8373.33,2260.8,35,Averages from literature,0.16,F,F,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
