"phyto_name","genus","species","exact.match","accepted","synonyms","orig.name","match.name","Empire","Kingdom","Phylum","Class","Order","Family"
"Nitzschia constricta","Tryblionella","apiculata","1","0","Tryblionella apiculata","Nitzschia constricta","Tryblionella apiculata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Cymbella neoleptoceros","Cymbella","neoleptoceros","1","1","","Cymbella neoleptoceros","Cymbella neoleptoceros","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae"
"Actinastrum gracillimum","Actinastrum","gracillimum","1","1","","Actinastrum gracillimum","Actinastrum gracillimum","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae"
"Placoneis clementioides","Placoneis","clementioides","1","1","","Placoneis clementioides","Placoneis clementioides","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Placoneis clementis","Placoneis","clementis","1","1","","Placoneis clementis","Placoneis clementis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Navicula trivialis","Navicula","trivialis","1","1","","Navicula trivialis","Navicula trivialis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Pinnularia borealis",NA,NA,"0","0",NA,"Pinnularia borealis","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Navicula radiosa","Navicula","radiosa","1","1","","Navicula radiosa","Navicula radiosa","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Cyclotella bodanica","Lindavia","bodanica","1","0","Lindavia bodanica","Cyclotella bodanica","Lindavia bodanica","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Fragilaria goulardii","Synedra","goulardii","1","0","Synedra goulardii","Fragilaria goulardii","Synedra goulardii","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae"
"Limnolyngbya circumcreta","Limnolyngbya","circumcreta","1","1","","Limnolyngbya circumcreta","Limnolyngbya circumcreta","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Leptolyngbyaceae"
"Characium minimum","Characium","cerassiforme minimum","1","1","","Characium minimum","Characium cerassiforme minimum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Characiaceae"
"Diploneis elliptica","Diploneis","elliptica","1","1","","Diploneis elliptica","Diploneis elliptica","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae"
"Iconella delicatissima","Iconella","delicatissima","1","1","","Iconella delicatissima","Iconella delicatissima","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae"
"Nitzschia amphibia","Nitzschia","amphibia","1","1","","Nitzschia amphibia","Nitzschia amphibia","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Navicula erifuga","Navicula","erifuga","1","1","","Navicula erifuga","Navicula erifuga","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Peridinium inconspicuum","Parvodinium","inconspicuum","1","0","Parvodinium inconspicuum","Peridinium inconspicuum","Parvodinium inconspicuum","Eukaryota","Chromista","Miozoa","Dinophyceae","Peridiniales","Peridiniaceae"
"Crucigenia fenestrata","Crucigenia","fenestrata","1","1","","Crucigenia fenestrata","Crucigenia fenestrata","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae ordo incertae sedis","Trebouxiophyceae incertae sedis"
"Hannaea arcus","Hannaea","arcus","1","1","","Hannaea arcus","Hannaea arcus","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Licmophorales","Ulnariaceae"
"Bacillaria paxillifera","Bacillaria","paxillifera","1","1","","Bacillaria paxillifera","Bacillaria paxillifera","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Staurosira construens","Staurosira","construens","1","1","","Staurosira construens","Staurosira construens","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Staurosiraceae"
"Pyramimonas","Pyramimonas","","1","0","Polyblepharides,Hafniomonas","Pyramimonas","Pyramimonas","Eukaryota","Plantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae"
"Iconella biseriata","Iconella","biseriata","1","1","","Iconella biseriata","Iconella biseriata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae"
"Staurophora",NA,NA,"0","0",NA,"Staurophora ",NA,NA,NA,NA,NA,NA,NA
"Cymatopleura solea var. apiculata","Cymatopleura","apiculata","1","0","Cymatopleura apiculata","Cymatopleura solea apiculata","Cymatopleura apiculata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae"
"Desmodesmus dispar","Desmodesmus","dispar","1","1","","Desmodesmus dispar","Desmodesmus dispar","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Diploneis parma","Diploneis","parma","1","1","","Diploneis parma","Diploneis parma","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae"
"Hippodonta capitata","Hippodonta","capitata","1","1","","Hippodonta capitata","Hippodonta capitata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Martyana","Martyana","","1","0","Opephora,Staurosirella","Martyana","Martyana","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae"
"Navicula menisculus","Navicula","menisculus","1","1","","Navicula menisculus","Navicula menisculus","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Navicula phyllepta","Navicula","phyllepta","1","1","","Navicula phyllepta","Navicula phyllepta","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Navigeia decussis","Navigeia","decussis","1","1","","Navigeia decussis","Navigeia decussis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyta classis incertae sedis","Bacillariophyta ordo incertae sedis","Bacillariophyta familia incertae sedis"
"Pseudostaurosira brevistriata","Pseudostaurosira","brevistriata","1","1","","Pseudostaurosira brevistriata","Pseudostaurosira brevistriata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Staurosiraceae"
"Desmodesmus subspicatus","Desmodesmus","subspicatus","1","1","","Desmodesmus subspicatus","Desmodesmus subspicatus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Navicula pygmaea","Fallacia","pygmaea","1","0","Fallacia pygmaea","Navicula pygmaea","Fallacia pygmaea","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae"
"Cryptomonas anomala","Cryptomonas","anomala","1","1","","Cryptomonas anomala","Cryptomonas anomala","Eukaryota","Chromista","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadaceae"
"Dysmorphococcus globosus","Dysmorphococcus","globosus","1","1","","Dysmorphococcus globosus","Dysmorphococcus globosus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Phacotaceae"
"Enallax costatus","Enallax","costatus","1","1","","Enallax costatus","Enallax costatus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Stephanodiscus medius","Stephanodiscus","medius","1","1","","Stephanodiscus medius","Stephanodiscus medius","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Pandorina","Pandorina","","1","0","Colemanosphaera,Eudorina","Pandorina","Pandorina","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Volvocaceae"
"Cymbella cistula",NA,NA,"0","0",NA,"Cymbella cistula","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Skeletonema subsalsum","Skeletonema","subsalsum","1","1","","Skeletonema subsalsum","Skeletonema subsalsum","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Thalassiosirales","Skeletonemataceae"
"Navicula minuta","Navicula","cincta minuta","0","0","Navicula microdigitoradiata","Navicula minuta","Navicula cincta minuta","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Cryptomonas erosa","Cryptomonas","erosa","1","1","","Cryptomonas erosa","Cryptomonas erosa","Eukaryota","Chromista","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadaceae"
"Anagnostidinema acutissimum","Anagnostidinema","acutissimum","1","1","","Anagnostidinema acutissimum","Anagnostidinema acutissimum","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Coleofasciculaceae"
"Staurastrum manfeldtii","Staurastrum","manfeldtii","1","1","","Staurastrum manfeldtii","Staurastrum manfeldtii","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Oscillatoria bourrellyi","Tychonema","bourrellyi","1","0","Tychonema bourrellyi","Oscillatoria bourrellyi","Tychonema bourrellyi","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Microcoleaceae"
"Snowella rosea","Snowella","rosea","1","1","","Snowella rosea","Snowella rosea","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Coelosphaeriaceae"
"Treubaria schmidlei","Treubaria","schmidlei","1","1","","Treubaria schmidlei","Treubaria schmidlei","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Treubariaceae"
"Dolichospermum mendotae","Dolichospermum","mendotae","1","1","","Dolichospermum mendotae","Dolichospermum mendotae","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Aphanizomenonaceae"
"Epithemia operculata","Epithemia","operculata","1","1","","Epithemia operculata","Epithemia operculata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Rhopalodiales","Rhopalodiaceae"
"Uroglena","Uroglena","","1","0","Uroglenopsis,Synuropsis","Uroglena","Uroglena","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Chromulinaceae"
"Chlamydomonas proboscige",NA,NA,"0","0",NA,"Chlamydomonas proboscige","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Diplopsalis acuta","Kolkwitziella","acuta","1","0","Kolkwitziella acuta","Diplopsalis acuta","Kolkwitziella acuta","Eukaryota","Chromista","Miozoa","Dinophyceae","Peridiniales","Protoperidiniaceae"
"Closterium nordstedtii","Closterium","nordstedtii","1","1","","Closterium nordstedtii","Closterium nordstedtii","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Closteriaceae"
"Monosiga varians","Monosiga","varians","1","1","","Monosiga varians","Monosiga varians","Eukaryota","Protozoa","Choanozoa","Choanoflagellatea","Craspedida","Codonosigaceae"
"Coelastrum pseudomicroporum","Coelastrum","pseudomicroporum","1","1","","Coelastrum pseudomicroporum","Coelastrum pseudomicroporum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Chlamydomonas zebra","Chlamydomonas","zebra","1","1","","Chlamydomonas zebra","Chlamydomonas zebra","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae"
"Scenedesmus apiculatus","Scenedesmus","apiculatus","1","1","","Scenedesmus apiculatus","Scenedesmus apiculatus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Cosmarium granatum","Cosmarium","granatum","1","1","","Cosmarium granatum","Cosmarium granatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Peridinium cinctum",NA,NA,"0","0",NA,"Peridinium cinctum","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Bicosoeca","Bicosoeca","","1","0","Stokesiella","Bicosoeca","Bicosoeca","Eukaryota","Chromista","Bigyra","Bikosea","Bicosoecales","Bicosoecaceae"
"Rayssiella hemisphaerica","Rayssiella","hemisphaerica","1","1","","Rayssiella hemisphaerica","Rayssiella hemisphaerica","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Oocystaceae"
"Closterium jenneri","Closterium","jenneri","1","1","","Closterium jenneri","Closterium jenneri","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Closteriaceae"
"Nitzschia paleacea","Nitzschia","paleacea","1","1","","Nitzschia paleacea","Nitzschia paleacea","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Ulothrix tenerrima","Ulothrix","tenerrima","1","1","","Ulothrix tenerrima","Ulothrix tenerrima","Eukaryota","Plantae","Chlorophyta","Ulvophyceae","Ulotrichales","Ulotrichaceae"
"Gyrosigma attenuatum","Gyrosigma","attenuatum","1","1","","Gyrosigma attenuatum","Gyrosigma attenuatum","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Craticula accomoda","Craticula","accomoda","1","1","","Craticula accomoda","Craticula accomoda","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae"
"Scenedesmus intermedius var acaudatus","Scenedesmus","intermedius acaudatus","1","1","","Scenedesmus intermedius acaudatus","Scenedesmus intermedius acaudatus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Lagerheimia ciliata","Lagerheimia","ciliata","1","1","","Lagerheimia ciliata","Lagerheimia ciliata","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Oocystaceae"
"Paradoxia multiseta","Paradoxia","multiseta","1","1","","Paradoxia multiseta","Paradoxia multiseta","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae ordo incertae sedis","Coccomyxaceae"
"Carteria multifilis","Carteria","multifilis","1","1","","Carteria multifilis","Carteria multifilis","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae"
"Scenedesmus obtusus f. disciformis",NA,NA,"0","0",NA,"Scenedesmus obtususA f.A","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Komvophoron minutum","Komvophoron","minutum","1","1","","Komvophoron minutum","Komvophoron minutum","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Gomontiellaceae"
"Lagerheimia citriformis","Lagerheimia","citriformis","1","1","","Lagerheimia citriformis","Lagerheimia citriformis","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Oocystaceae"
"Cosmarium biretum","Cosmarium","biretum","1","1","","Cosmarium biretum","Cosmarium biretum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Cryptomonas brevis","Cryptomonas","brevis","1","1","","Cryptomonas brevis","Cryptomonas brevis","Eukaryota","Chromista","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadaceae"
"Bicosta minor","Bicosta","minor","1","1","","Bicosta minor","Bicosta minor","Eukaryota","Protozoa","Choanozoa","Choanoflagellatea","Acanthoecida","Stephanoecidae"
"Lagerheimia longiseta","Lagerheimia","longiseta","1","1","","Lagerheimia longiseta","Lagerheimia longiseta","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Oocystaceae"
"Merismopedia minima","Merismopedia","minima","1","1","","Merismopedia minima","Merismopedia minima","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Merismopediaceae"
"Mallomonas lefevriana","Mallomonas","lefevriana Bourrelly","1","1","","Mallomonas lefevriana","Mallomonas lefevriana Bourrelly","Eukaryota","Chromista","Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae"
"Papenfussiomonas cordata","Papenfussiomonas","cordata","1","1","","Papenfussiomonas cordata","Papenfussiomonas cordata","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Dunaliellaceae"
"Pseudanabaena arcuata","Pseudanabaena","arcuata","1","1","","Pseudanabaena arcuata","Pseudanabaena arcuata","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Pseudanabaenaceae"
"Scenedesmus bicaudatus var. brevicaudatus","Scenedesmus","bicaudatus brevicaudatus","1","1","","Scenedesmus bicaudatus brevicaudatus","Scenedesmus bicaudatus brevicaudatus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Nephrocytium agardhianum","Nephrocytium","agardhianum","1","1","","Nephrocytium agardhianum","Nephrocytium agardhianum","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Oocystaceae"
"Desmodesmus bicellularis",NA,NA,"0","0",NA,"Desmodesmus biularis",NA,NA,NA,NA,NA,NA,NA
"Desmodesmus magnus","Desmodesmus","magnus","1","1","","Desmodesmus magnus","Desmodesmus magnus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Desmodesmus insignis","Desmodesmus","insignis","1","1","","Desmodesmus insignis","Desmodesmus insignis","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Placoneis placentula","Paraplaconeis","placentula","1","0","Paraplaconeis placentula","Placoneis placentula","Paraplaconeis placentula","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae"
"Chlamydomonas gloeophila var. irregularis","Chlamydomonas","gloeophila irregularis","1","1","","Chlamydomonas gloeophila irregularis","Chlamydomonas gloeophila irregularis","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae"
"Monoraphidium skujae","Choricystis","skujae","1","0","Choricystis skujae","Monoraphidium skujae","Choricystis skujae","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae ordo incertae sedis","Coccomyxaceae"
"Staurastrum johnsoni var. triradiatum","Staurastrum","johnsonii triradiatum","1","1","","Staurastrum johnsoni triradiatum","Staurastrum johnsonii triradiatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Mougeotia (large cell)",NA,NA,"0","0",NA,"Mougeotia (large+)",NA,NA,NA,NA,NA,NA,NA
"Flagellate diam (2 um)",NA,NA,"0","0",NA,"Flagellate diam",NA,NA,NA,NA,NA,NA,NA
"Cladomonas fruticulosa",NA,NA,"0","0",NA,"Cladomonas fruticulosa",NA,NA,NA,NA,NA,NA,NA
